2019-10-05,01:34:49.353149,344
2019-10-05,01:34:59.354190,346
2019-10-05,01:35:09.375340,346
2019-10-05,01:35:19.542680,343
2019-10-05,01:35:29.309789,343
2019-10-05,01:35:39.321707,343
2019-10-05,01:35:49.352793,341
2019-10-05,01:35:59.644640,342
2019-10-05,01:36:09.325031,342
2019-10-05,01:36:19.302261,342
2019-10-05,01:36:29.551019,342
2019-10-05,01:36:39.307729,345
2019-10-05,01:36:49.586059,343
2019-10-05,01:36:59.342907,343
2019-10-05,01:37:09.630895,344
2019-10-05,01:37:19.325319,344
2019-10-05,01:37:29.331883,344
2019-10-05,01:37:39.350410,344
2019-10-05,01:37:49.545701,336
2019-10-05,01:37:59.336444,339
2019-10-05,01:38:09.324393,339
2019-10-05,01:38:19.358648,335
2019-10-05,01:38:29.314351,335
2019-10-05,01:38:39.338100,335
2019-10-05,01:38:49.615415,330
2019-10-05,01:38:59.360830,330
2019-10-05,01:39:09.786856,325
2019-10-05,01:39:19.939325,325
2019-10-05,01:39:29.353624,325
2019-10-05,01:39:39.378376,325
2019-10-05,01:39:49.318834,326
2019-10-05,01:40:00.158174,324
2019-10-05,01:40:09.511666,324
2019-10-05,01:40:19.330390,324
2019-10-05,01:40:29.383773,322
2019-10-05,01:40:39.339150,322
2019-10-05,01:40:49.335427,319
2019-10-05,01:40:59.368481,319
2019-10-05,01:41:09.651304,313
2019-10-05,01:41:19.566071,313
2019-10-05,01:41:29.564977,313
2019-10-05,01:41:39.324928,311
2019-10-05,01:41:49.333287,311
2019-10-05,01:41:59.370898,311
2019-10-05,01:42:09.319409,311
2019-10-05,01:42:19.785065,311
2019-10-05,01:42:29.307800,311
2019-10-05,01:42:39.324225,311
2019-10-05,01:42:49.290439,315
2019-10-05,01:43:00.524593,315
2019-10-05,01:43:09.421214,315
2019-10-05,01:43:19.327789,315
2019-10-05,01:43:29.731924,316
2019-10-05,01:43:39.342621,316
2019-10-05,01:43:49.523480,316
2019-10-05,01:43:59.345032,316
2019-10-05,01:44:09.324228,309
2019-10-05,01:44:19.340798,309
2019-10-05,01:44:29.376384,310
2019-10-05,01:44:39.318264,310
2019-10-05,01:44:49.302657,309
2019-10-05,01:44:59.442314,309
