2019-10-04,00:32:00.895904,318
2019-10-04,00:32:10.917910,317
2019-10-04,00:32:20.857823,318
2019-10-04,00:32:30.873423,318
2019-10-04,00:32:40.989250,316
2019-10-04,00:32:50.928407,316
2019-10-04,00:33:00.909554,316
2019-10-04,00:33:10.836221,314
2019-10-04,00:33:21.018298,314
2019-10-04,00:33:30.906389,314
2019-10-04,00:33:41.109704,312
2019-10-04,00:33:50.870979,312
2019-10-04,00:34:00.843290,311
2019-10-04,00:34:10.883724,307
2019-10-04,00:34:20.959566,306
2019-10-04,00:34:30.877627,307
2019-10-04,00:34:41.184957,300
2019-10-04,00:34:50.931337,300
2019-10-04,00:35:00.878821,300
2019-10-04,00:35:10.890580,300
2019-10-04,00:35:21.114291,302
2019-10-04,00:35:30.851215,302
2019-10-04,00:35:40.863558,302
2019-10-04,00:35:50.975425,300
2019-10-04,00:36:01.068459,300
2019-10-04,00:36:10.836311,301
2019-10-04,00:36:20.878363,301
2019-10-04,00:36:31.031804,291
2019-10-04,00:36:40.890405,291
2019-10-04,00:36:51.146808,289
2019-10-04,00:37:00.865675,289
2019-10-04,00:37:10.877111,286
2019-10-04,00:37:21.138987,289
2019-10-04,00:37:30.837117,289
2019-10-04,00:37:40.848070,285
2019-10-04,00:37:51.066122,283
2019-10-04,00:38:00.798022,283
2019-10-04,00:38:11.067809,283
2019-10-04,00:38:20.816038,284
2019-10-04,00:38:30.803974,284
2019-10-04,00:38:40.907699,284
2019-10-04,00:38:50.848711,284
2019-10-04,00:39:01.193919,284
2019-10-04,00:39:10.866771,282
2019-10-04,00:39:20.843991,282
2019-10-04,00:39:31.024878,279
2019-10-04,00:39:40.830069,279
2019-10-04,00:39:50.799604,279
2019-10-04,00:40:00.840069,279
2019-10-04,00:40:10.809479,283
2019-10-04,00:40:20.796000,284
2019-10-04,00:40:30.830346,288
2019-10-04,00:40:40.824033,288
2019-10-04,00:40:50.814890,288
2019-10-04,00:41:00.835502,289
2019-10-04,00:41:10.811260,284
2019-10-04,00:41:20.815931,284
2019-10-04,00:41:31.187048,286
2019-10-04,00:41:41.051211,289
2019-10-04,00:41:50.812079,288
2019-10-04,00:42:00.827398,289
2019-10-04,00:42:11.227712,284
2019-10-04,00:42:20.838093,283
2019-10-04,00:42:30.819330,284
2019-10-04,00:42:40.812839,283
2019-10-04,00:42:50.811717,283
2019-10-04,00:43:00.839937,283
2019-10-04,00:43:10.831857,276
2019-10-04,00:43:20.908459,275
2019-10-04,00:43:30.835032,275
2019-10-04,00:43:41.712692,275
2019-10-04,00:43:50.942198,274
2019-10-04,00:44:00.847198,274
