2019-10-11,00:16:35.618248,421
2019-10-11,00:16:44.620400,421
2019-10-11,00:16:54.831500,424
2019-10-11,00:17:05.188851,423
2019-10-11,00:17:14.661365,424
2019-10-11,00:17:25.030166,423
2019-10-11,00:17:34.901958,422
2019-10-11,00:17:44.692051,423
2019-10-11,00:17:54.696045,422
2019-10-11,00:18:04.915181,421
2019-10-11,00:18:14.802061,422
2019-10-11,00:18:24.634909,421
2019-10-11,00:18:34.629826,413
2019-10-11,00:18:44.677491,414
2019-10-11,00:18:54.714315,414
2019-10-11,00:19:04.871766,410
2019-10-11,00:19:14.658698,410
2019-10-11,00:19:25.006516,410
2019-10-11,00:19:34.645243,411
2019-10-11,00:19:44.665605,410
2019-10-11,00:20:24.663659,411
2019-10-11,00:20:34.762040,405
2019-10-11,00:20:44.611831,405
2019-10-11,00:20:54.659577,406
2019-10-11,00:21:04.974469,400
2019-10-11,00:21:15.513214,400
2019-10-11,00:21:24.695057,400
2019-10-11,00:21:35.271528,399
2019-10-11,00:21:44.636442,399
2019-10-11,00:21:54.669085,399
2019-10-11,00:22:04.954674,396
2019-10-11,00:22:14.619504,399
2019-10-11,00:22:24.837437,398
2019-10-11,00:22:34.683076,398
2019-10-11,00:22:44.600119,398
2019-10-11,00:22:54.913437,398
2019-10-11,00:23:04.706997,396
2019-10-11,00:23:14.672021,398
2019-10-11,00:23:25.187260,403
2019-10-11,00:23:34.614932,403
2019-10-11,00:23:44.656552,403
2019-10-11,00:23:54.997769,398
2019-10-11,00:24:04.665498,399
2019-10-11,00:24:14.630302,398
2019-10-11,00:24:24.861904,401
2019-10-11,00:24:34.615758,398
2019-10-11,00:24:44.636487,398
2019-10-11,00:24:54.645127,398
2019-10-11,00:25:04.669776,396
2019-10-11,00:25:14.808991,396
2019-10-11,00:25:24.681741,397
2019-10-11,00:25:35.006940,397
2019-10-11,00:25:44.696697,397
2019-10-11,00:25:54.678056,397
2019-10-11,00:26:05.081665,392
2019-10-11,00:26:14.677885,392
2019-10-11,00:26:24.725943,392
2019-10-11,00:26:35.440016,390
2019-10-11,00:26:44.725509,386
2019-10-11,00:26:54.615015,390
2019-10-11,00:27:05.011325,383
2019-10-11,00:27:14.743184,383
2019-10-11,00:27:24.965445,378
2019-10-11,00:27:34.892771,372
2019-10-11,00:27:44.649931,366
2019-10-11,00:27:54.583715,366
2019-10-11,00:28:04.909013,366
2019-10-11,00:28:15.274680,363
2019-10-11,00:28:24.683728,363
2019-10-11,00:28:34.674466,363
2019-10-11,00:28:44.833886,366
2019-10-11,00:28:54.797722,366
2019-10-11,00:29:04.681125,366
2019-10-11,00:29:14.608115,368
2019-10-11,00:29:24.630865,368
2019-10-11,00:29:34.649107,367
2019-10-11,00:29:44.630724,371
2019-10-11,00:29:54.687782,371
2019-10-11,00:30:04.650459,373
2019-10-11,00:30:14.686524,373
2019-10-11,00:30:24.777884,372
2019-10-11,00:30:34.630396,372
2019-10-11,00:30:44.794047,373
2019-10-11,00:30:54.676754,372
2019-10-11,00:31:04.758153,372
2019-10-11,00:31:14.669457,374
2019-10-11,00:31:24.676470,369
2019-10-11,00:31:34.862585,368
2019-10-11,00:31:44.867954,369
2019-10-11,00:31:54.954830,368
2019-10-11,00:32:04.637966,368
2019-10-11,00:32:14.652295,368
2019-10-11,00:32:24.903233,361
2019-10-11,00:32:34.896412,361
2019-10-11,00:32:44.806547,361
2019-10-11,00:32:54.646629,361
2019-10-11,00:33:04.644274,356
2019-10-11,00:33:14.661636,356
2019-10-11,00:33:25.132628,356
2019-10-11,00:33:34.676708,357
2019-10-11,00:33:44.696670,357
2019-10-11,00:33:54.720229,357
2019-10-11,00:34:04.986684,360
2019-10-11,00:34:14.691984,360
2019-10-11,00:34:24.927604,360
2019-10-11,00:34:34.604461,360
2019-10-11,00:34:44.718091,359
2019-10-11,00:34:54.676605,359
2019-10-11,00:35:04.859616,359
2019-10-11,00:35:15.016627,354
2019-10-11,00:35:54.667977,352
2019-10-11,00:36:04.692139,352
2019-10-11,00:36:15.181710,359
2019-10-11,00:36:24.921864,359
2019-10-11,00:36:34.674772,359
2019-10-11,00:36:44.885184,355
2019-10-11,00:36:54.715177,355
2019-10-11,00:37:04.677568,355
2019-10-11,00:37:14.709101,354
2019-10-11,00:37:24.691334,348
2019-10-11,00:37:34.630101,349
2019-10-11,00:37:44.614272,349
2019-10-11,00:37:54.599406,346
2019-10-11,00:38:04.663518,346
2019-10-11,00:38:14.702163,347
2019-10-11,00:38:26.564287,346
2019-10-11,00:38:34.874710,346
2019-10-11,00:39:14.697492,355
2019-10-11,00:39:24.913551,355
2019-10-11,00:39:34.755591,354
2019-10-11,00:39:44.662138,354
2019-10-11,00:39:54.787133,354
2019-10-11,00:40:04.778729,352
2019-10-11,00:40:14.653027,352
2019-10-11,00:40:24.668952,352
2019-10-11,00:40:35.087890,344
2019-10-11,00:40:44.731982,344
2019-10-11,00:40:54.647060,346
2019-10-11,00:41:05.227924,344
2019-10-11,00:41:14.735664,344
2019-10-11,00:41:24.694618,344
2019-10-11,00:41:34.615070,344
2019-10-11,00:41:44.630575,339
2019-10-11,00:41:54.669130,339
2019-10-11,00:42:04.648112,339
2019-10-11,00:42:14.802677,338
2019-10-11,00:42:24.664514,339
2019-10-11,00:42:34.728140,338
2019-10-11,00:42:44.638486,339
2019-10-11,00:42:54.672504,336
2019-10-11,00:43:04.650076,336
2019-10-11,00:43:14.692566,336
